original_relative_path	copied_relative_path	source_sha256	file_size_bytes	review_depth	reviewed_line_or_page_ranges	semantic_evidence_ids	copy_status
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/00_Control_and_Indexes/CKV_DEPENDENCY_GRAPH.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/00_Control_and_Indexes/CKV_DEPENDENCY_GRAPH.md	a0f431d1a8b65cb2569aff1df5d45c5a4cb1ceea9f58b5508119f2b3dd1926bb	19997	REVIEWED_FULL	lines 1-259	SE-003-011	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/00_Control_and_Indexes/CKV_FINAL_MASTER_INDEX.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/00_Control_and_Indexes/CKV_FINAL_MASTER_INDEX.md	796c05b7d4f323d9508ba5f0c216626ebf6d7f8c6f7774a050637cdb456b45a3	27221	REVIEWED_FULL	lines 1-227	SE-003-012	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/00_Control_and_Indexes/CKV_PACKAGE_QA_REPORT.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/00_Control_and_Indexes/CKV_PACKAGE_QA_REPORT.md	3f5f2a550f1243644af33efa8b3d5ad7cf12b3c74455a12a282619e035fc9812	711	REVIEWED_FULL	lines 1-29	SE-003-013	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/00_Control_and_Indexes/index_advance.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/00_Control_and_Indexes/index_advance.md	a9e64f53fc146885199cc5a00b2eb5fb3fe855f317d0a2aeb6542a4c7deec1c7	104054	REVIEWED_FULL	lines 1-1738	SE-003-014	VERIFIED_SHA256_MATCH
chatgpt-project/CISSP 8 Domains From Books(1)/domain1-security-and-risk-management.md	reviewed-source-copies/chatgpt-project/CISSP 8 Domains From Books(1)/domain1-security-and-risk-management.md	3e658fc2e1600a0b0f9f474608cf887dbe74c123d7071c829aa95b6f969f5aa7	143058	REVIEWED_SELECTED_SECTIONS	lines 12-22;lines 2271-2291	SE-003-015;SE-003-016	VERIFIED_SHA256_MATCH
chatgpt-project/CISSP 8 Domains From Books(1)/domain-2-asset-security.md	reviewed-source-copies/chatgpt-project/CISSP 8 Domains From Books(1)/domain-2-asset-security.md	c4e21f4860f6adb4cecae22c7ed2274913cbe35efd851467a6e312ba784789ff	55575	REVIEWED_SELECTED_SECTIONS	lines 18-28;lines 969-991	SE-003-017;SE-003-018	VERIFIED_SHA256_MATCH
chatgpt-project/CISSP 8 Domains From Books(1)/domain-3-part-1-system-architecture-and-truste.md	reviewed-source-copies/chatgpt-project/CISSP 8 Domains From Books(1)/domain-3-part-1-system-architecture-and-truste.md	8cba489f21e33cba6a54b59e448c95e1307bc84b9d69aa4602d2fd52b737356d	67676	REVIEWED_SELECTED_SECTIONS	lines 22-29;lines 959-982	SE-003-019;SE-003-020	VERIFIED_SHA256_MATCH
chatgpt-project/CISSP 8 Domains From Books(1)/domain-4.md	reviewed-source-copies/chatgpt-project/CISSP 8 Domains From Books(1)/domain-4.md	4565c1cf16674d47aeeb1c8298d4ff2722c0119cfe3175bf20ff67ce9d9eb8ff	202123	REVIEWED_SELECTED_SECTIONS	lines 23-35;lines 2970-3067	SE-003-021;SE-003-022	VERIFIED_SHA256_MATCH
chatgpt-project/CISSP 8 Domains From Books(1)/domain-5.md	reviewed-source-copies/chatgpt-project/CISSP 8 Domains From Books(1)/domain-5.md	8fd2f44aa47bdab1b1d4b2cda62e2b3e2b03c7b7fc40b4161a4573b88736a469	99614	REVIEWED_SELECTED_SECTIONS	lines 19-30;lines 1762-1775	SE-003-023;SE-003-024	VERIFIED_SHA256_MATCH
chatgpt-project/CISSP 8 Domains From Books(1)/domain-6.md	reviewed-source-copies/chatgpt-project/CISSP 8 Domains From Books(1)/domain-6.md	2636e5396eee056e9c6a9c82e7d9573c6f6c0237ec7ebf640e83e646ca705b05	88536	REVIEWED_SELECTED_SECTIONS	lines 22-25;lines 1203-1238	SE-003-025;SE-003-026	VERIFIED_SHA256_MATCH
chatgpt-project/CISSP 8 Domains From Books(1)/domain-7.md	reviewed-source-copies/chatgpt-project/CISSP 8 Domains From Books(1)/domain-7.md	248d1f86e2765efd122d6c0246e1ceb5b5cdae066d70cdf4753fc2deb71aac5e	90429	REVIEWED_SELECTED_SECTIONS	lines 33-35;lines 1457-1477	SE-003-027;SE-003-028	VERIFIED_SHA256_MATCH
chatgpt-project/CISSP 8 Domains From Books(1)/domain-8.md	reviewed-source-copies/chatgpt-project/CISSP 8 Domains From Books(1)/domain-8.md	5fd95152ee9925cbb7e6e84ee06972b6a5ea84f27ed08916bc409725e4245596	92224	REVIEWED_SELECTED_SECTIONS	lines 14-17;lines 1081-1132	SE-003-029;SE-003-030	VERIFIED_SHA256_MATCH
chatgpt-project/variant Roadmaps + thier References(1)/security-architecture-and-engineering.md	reviewed-source-copies/chatgpt-project/variant Roadmaps + thier References(1)/security-architecture-and-engineering.md	b4a5d9fb18d41b92cc75f85dc2ee286c877a3f5cfe71d3aa29ea11d215f378b2	207346	REVIEWED_SELECTED_SECTIONS	lines 15-28;lines 4411-4421	SE-003-031;SE-003-032	VERIFIED_SHA256_MATCH
chatgpt-project/variant Roadmaps + thier References(1)/validation-evidence-and-provability-outputs.md	reviewed-source-copies/chatgpt-project/variant Roadmaps + thier References(1)/validation-evidence-and-provability-outputs.md	f3767ba2d3ffe5ca3ad51aae821df49c70dea0375e6cf423fbb7407784032200	55725	REVIEWED_SELECTED_SECTIONS	lines 17-25;lines 1385-1395	SE-003-033;SE-003-034	VERIFIED_SHA256_MATCH
chatgpt-project/variant Roadmaps + thier References(1)/offensive-foundations-professional-authorized.md	reviewed-source-copies/chatgpt-project/variant Roadmaps + thier References(1)/offensive-foundations-professional-authorized.md	1189d79553ef5b2874598d699f193501d1d402a9369605276f80f884c4dc84eb	173518	REVIEWED_SELECTED_SECTIONS	lines 17-22;lines 3874-3886	SE-003-035;SE-003-036	VERIFIED_SHA256_MATCH
chatgpt-project/variant Roadmaps + thier References(1)/network-protocol-research-track-deep-technical.md	reviewed-source-copies/chatgpt-project/variant Roadmaps + thier References(1)/network-protocol-research-track-deep-technical.md	4ba05f15191fb943c15e6683b99a65ef6aca65208961c8201b2f85133fed2268	113445	REVIEWED_SELECTED_SECTIONS	lines 20-34;lines 2573-2589	SE-003-037;SE-003-038	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/01_Foundations_Governance_Risk/CKV-002_Security_Principles_and_Secure_by_Design_Thinking.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/01_Foundations_Governance_Risk/CKV-002_Security_Principles_and_Secure_by_Design_Thinking.md	37d93f50d0915c88458d003e7d12ae60b238503813a3daa03fe59b73180a7d16	52528	REVIEWED_SELECTED_SECTIONS	lines 3-15;lines 1340-1408	SE-003-039;SE-003-040	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/04_Identity_IAM_PKI_Secrets/CKV-022_Windows_Access_Control_Internals_Tokens_SIDs_ACLs_and_SRM.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/04_Identity_IAM_PKI_Secrets/CKV-022_Windows_Access_Control_Internals_Tokens_SIDs_ACLs_and_SRM.md	0217c9ee7679783a143ceb6ccae14e58361a73d44bf06d2f4144e1c58cbd5ae3	67176	REVIEWED_SELECTED_SECTIONS	lines 3-36;lines 1384-1476	SE-003-041;SE-003-042	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/02_Networking_Protocols_Edge/CKV-017_Network_Design_Segmentation_DMZs_and_Hard_Controls.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/02_Networking_Protocols_Edge/CKV-017_Network_Design_Segmentation_DMZs_and_Hard_Controls.md	ef7bd0aba2a9487db25240e12b8ffce7e4305ab9cf66e1c93db554293c371556	57794	REVIEWED_SELECTED_SECTIONS	lines 3-24;lines 1343-1426	SE-003-043;SE-003-044	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/05_Application_API_Software_Data_AI/CKV-043_DevSecOps_Secure_SDLC_SAST_DAST_SCA_and_Security_Gates.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/05_Application_API_Software_Data_AI/CKV-043_DevSecOps_Secure_SDLC_SAST_DAST_SCA_and_Security_Gates.md	a4b726ab471f4f0035e44eb44d836aa635044932c76aaad8634edd34adfba177	65609	REVIEWED_SELECTED_SECTIONS	lines 3-46;lines 1745-1816	SE-003-045;SE-003-046	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/09_Threats_Offensive_Defensive_Concepts/CKV-070_Penetration_Testing_Methodology_and_Authorization.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/09_Threats_Offensive_Defensive_Concepts/CKV-070_Penetration_Testing_Methodology_and_Authorization.md	ce961a37819fade3f49b180e09001af970da07138bb06c92366fbe324a0be1a3	57315	REVIEWED_SELECTED_SECTIONS	lines 3-36;lines 1465-1575	SE-003-047;SE-003-048	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/10_Operations_Assurance_Compliance_Resilience/CKV-082_Vulnerability_Management_Scanning_Prioritization_and_Remediation.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/10_Operations_Assurance_Compliance_Resilience/CKV-082_Vulnerability_Management_Scanning_Prioritization_and_Remediation.md	49d8b19e23b8573bcb45b83bf71b540bd05e672687ddffc239398edc2bdfa5ee	62987	REVIEWED_SELECTED_SECTIONS	lines 3-38;lines 2017-2082	SE-003-049;SE-003-050	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/07_Detection_SOC_Automation_Intelligence/CKV-060_Detection_Engineering_and_Telemetry_Design.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/07_Detection_SOC_Automation_Intelligence/CKV-060_Detection_Engineering_and_Telemetry_Design.md	93cdaedaca31c68cd09d5ef3c752b46a46d3e2d786e1997f484971ad94ae36dc	67685	REVIEWED_SELECTED_SECTIONS	lines 3-36;lines 2209-2328	SE-003-051;SE-003-052	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/07_Detection_SOC_Automation_Intelligence/CKV-061_Incident_Response_Lifecycle_and_Playbook_Design.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/07_Detection_SOC_Automation_Intelligence/CKV-061_Incident_Response_Lifecycle_and_Playbook_Design.md	530f369ebe5dfe66ba2ae2c254cc2c62aa655a5bce28b21644afb39c2901b58b	59510	REVIEWED_SELECTED_SECTIONS	lines 3-38;lines 1389-1520	SE-003-053;SE-003-054	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/08_Forensics_Evidence/CKV-063_Digital_Forensics_and_Evidence_Handling.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/08_Forensics_Evidence/CKV-063_Digital_Forensics_and_Evidence_Handling.md	a12313334ed91a289971910830accfde6327cedffe827f773220de5fcba0f718	58151	REVIEWED_SELECTED_SECTIONS	lines 3-34;lines 1472-1558	SE-003-055;SE-003-056	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/07_Detection_SOC_Automation_Intelligence/CKV-139_Malware_Analysis_Defensive_Internals.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/07_Detection_SOC_Automation_Intelligence/CKV-139_Malware_Analysis_Defensive_Internals.md	d73ffdbc308ffc0e227b67c0681a256918f756aead83d1024c51c0a627947cec	72709	REVIEWED_SELECTED_SECTIONS	lines 3-18;lines 1117-1137	SE-003-057;SE-003-058	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/06_Cloud_Containers_Platforms_OT_IoT/CKV-115_Kubernetes_Security_Internals.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/06_Cloud_Containers_Platforms_OT_IoT/CKV-115_Kubernetes_Security_Internals.md	daf95524471598877b4c877b58e2323659b31ef4f4097fe14bd46bcb08b8eff9	76009	REVIEWED_SELECTED_SECTIONS	lines 2-31;lines 1001-1023	SE-003-059;SE-003-060	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/05_Application_API_Software_Data_AI/CKV-122_Data_Security_DLP_Classification_Discovery_Masking_Tokenization_and_Privacy.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/05_Application_API_Software_Data_AI/CKV-122_Data_Security_DLP_Classification_Discovery_Masking_Tokenization_and_Privacy.md	7c808bacdbf52b4ef96d4a16adb99775c2fe08751ad7d69ef683a0c0342208f7	76768	REVIEWED_SELECTED_SECTIONS	lines 1-7;lines 1281-1307	SE-003-061;SE-003-062	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/01_Foundations_Governance_Risk/CKV-003_Risk_Management_and_Security_Governance.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/01_Foundations_Governance_Risk/CKV-003_Risk_Management_and_Security_Governance.md	8964260c2d7e7cc54a4293bb64c92358dd8e2703acdae8b6bfc95103bdcd8e3b	43225	REVIEWED_SELECTED_SECTIONS	lines 3-29;lines 1313-1360	SE-003-063;SE-003-064	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/06_Cloud_Containers_Platforms_OT_IoT/CKV-124_OT_ICS_SCADA_Industrial_Network_Security.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/06_Cloud_Containers_Platforms_OT_IoT/CKV-124_OT_ICS_SCADA_Industrial_Network_Security.md	0bdda22dd473b3a2078bda358b5eaca04c6dba3cf5b9adabe8af8cee192ed67b	73707	REVIEWED_SELECTED_SECTIONS	lines 3-19;lines 1493-1517	SE-003-065;SE-003-066	VERIFIED_SHA256_MATCH
chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/11_Tools_Labs_Roadmaps/CKV-092_Security_Architecture_Reference_Roadmaps.md	reviewed-source-copies/chatgpt-project/Canonical_Knowledge_Vault_READY_FINAL/11_Tools_Labs_Roadmaps/CKV-092_Security_Architecture_Reference_Roadmaps.md	b32fed9bd9844737a5d6be10b41bba8eb7262e27f2df075731e93e5acf714c99	55094	REVIEWED_SELECTED_SECTIONS	lines 3-15;lines 918-988	SE-003-067;SE-003-068	VERIFIED_SHA256_MATCH
university-courses/Ethical Hacking/1) EH  - Introduction to Ethical Hacking L1_١٢٣٨٣٥.pdf	reviewed-source-copies/university-courses/Ethical Hacking/1) EH  - Introduction to Ethical Hacking L1_١٢٣٨٣٥.pdf	27a4419a39bfe58c1ad6e7f8b0a04a5a5165657fd7ad0e238be80252f4367134	7249466	REVIEWED_SELECTED_PAGES	page 1;page 32;page 52;page 61	SE-003-069;SE-003-070;SE-003-071;SE-003-072	VERIFIED_SHA256_MATCH
university-courses/Ethical Hacking/Bufferoverflow (1).pdf	reviewed-source-copies/university-courses/Ethical Hacking/Bufferoverflow (1).pdf	cf3112a7034e73e7e0351832bcdfecca4cdce8e9484787979ae4c705239e78c5	2662420	REVIEWED_SELECTED_PAGES	page 1;page 17;page 5;page 12;page 16	SE-003-073;SE-003-074;SE-003-075;SE-003-076;SE-003-077	VERIFIED_SHA256_MATCH
university-courses/Ethical Hacking/EH Module 04 Scanning Networks L5.pdf	reviewed-source-copies/university-courses/Ethical Hacking/EH Module 04 Scanning Networks L5.pdf	5c503a99005508cb7c9eebedae71dfacecd2d3968826f79d6be96dcdcde15587	10822918	REVIEWED_SELECTED_PAGES	page 1;page 16;page 29;page 33	SE-003-078;SE-003-079;SE-003-080;SE-003-081	VERIFIED_SHA256_MATCH
university-courses/Ethical Hacking/CEHv12 Module 04 Enumeration L6_121205 (1).pdf	reviewed-source-copies/university-courses/Ethical Hacking/CEHv12 Module 04 Enumeration L6_121205 (1).pdf	56f21b204556840fb4133d8fac45a78bd526f53c6e1090fc70c8358d9dc485c9	8352837	REVIEWED_SELECTED_PAGES	page 1;page 11;page 9;page 14;page 18	SE-003-082;SE-003-083;SE-003-084;SE-003-085;SE-003-086	VERIFIED_SHA256_MATCH
university-courses/Ethical Hacking/CEHv12-3 Module 05 Vulnerability Analysis.pdf	reviewed-source-copies/university-courses/Ethical Hacking/CEHv12-3 Module 05 Vulnerability Analysis.pdf	a2e870ad60738e9b2728881bf0b3a667cc0f082b02109c0d3c49de3e772bebe1	4786647	REVIEWED_SELECTED_PAGES	page 1;page 7	SE-003-087;SE-003-088	VERIFIED_SHA256_MATCH
university-courses/Network admin and monitoring/NAM_Lec2.pdf	reviewed-source-copies/university-courses/Network admin and monitoring/NAM_Lec2.pdf	129555c285b27767cf8005ac4ee12339b275ae89f31dfcc0daadc5a2ffef9e6b	4495705	REVIEWED_SELECTED_PAGES	page 1;page 13;page 26;page 41	SE-003-089;SE-003-090;SE-003-091;SE-003-092	VERIFIED_SHA256_MATCH
university-courses/Network admin and monitoring/NAM_Lec3.pdf	reviewed-source-copies/university-courses/Network admin and monitoring/NAM_Lec3.pdf	f4f06061445eaad11dec9b545a2e8b499693f55a00f955913a74cd3db1a1ab40	3130131	REVIEWED_SELECTED_PAGES	page 1;page 16;page 30;page 39	SE-003-093;SE-003-094;SE-003-095;SE-003-096	VERIFIED_SHA256_MATCH
university-courses/Network admin and monitoring/NAM_Lec4_104810_٠٩٠٢٣٩.pdf	reviewed-source-copies/university-courses/Network admin and monitoring/NAM_Lec4_104810_٠٩٠٢٣٩.pdf	c81cf1d6a32b2769c832a4cc0295375c2c5707ddb13728b81b79d0ed405eeedc	1007598	REVIEWED_SELECTED_PAGES	page 2;page 3;page 7;page 12;page 16	SE-003-097;SE-003-098;SE-003-099;SE-003-100;SE-003-101	VERIFIED_SHA256_MATCH
university-courses/Network admin and monitoring/NAM_Lec5_080612.pdf	reviewed-source-copies/university-courses/Network admin and monitoring/NAM_Lec5_080612.pdf	74a8a82f2aa35f30181d0962702f6b44c90ff615426a90139629aef904a18e87	2309007	REVIEWED_SELECTED_PAGES	page 4;page 14;page 10;page 18;page 22	SE-003-102;SE-003-103;SE-003-104;SE-003-105;SE-003-106	VERIFIED_SHA256_MATCH
university-courses/Network admin and monitoring/NAM_Lec6_Load-Balancing.pdf	reviewed-source-copies/university-courses/Network admin and monitoring/NAM_Lec6_Load-Balancing.pdf	052a0bd74ff552eb0d98a6ca0ce6424a2f0563efb96576d2b18b7adc8dc6132e	2036942	REVIEWED_SELECTED_PAGES	page 2;page 11;page 22;page 28	SE-003-107;SE-003-108;SE-003-109;SE-003-110	VERIFIED_SHA256_MATCH
university-courses/Network admin and monitoring/NAM_Lec7_ Backup.pdf	reviewed-source-copies/university-courses/Network admin and monitoring/NAM_Lec7_ Backup.pdf	544d423a46612322adf02f29aba18fd6663e1fd7f9a9a79f11a4957da7e9882a	3017502	REVIEWED_SELECTED_PAGES	page 3;page 11;page 17;page 22	SE-003-111;SE-003-112;SE-003-113;SE-003-114	VERIFIED_SHA256_MATCH
university-courses/Network admin and monitoring/NAC_lec8_Clustering(in same site OR Two Sites For DR-Site).pdf	reviewed-source-copies/university-courses/Network admin and monitoring/NAC_lec8_Clustering(in same site OR Two Sites For DR-Site).pdf	ec823de95606ca803f8cd27f9fff710d70cb5726dbe68e7d2f15370d19355c7f	1414978	REVIEWED_SELECTED_PAGES	page 3;page 9;page 13;page 17	SE-003-115;SE-003-116;SE-003-117;SE-003-118	VERIFIED_SHA256_MATCH
university-courses/Network admin and monitoring/NAM_Lec9_081458_٠٨٥٩٥٠.pdf	reviewed-source-copies/university-courses/Network admin and monitoring/NAM_Lec9_081458_٠٨٥٩٥٠.pdf	86e5ee769833a773b30fe32883fb5da3fd3cba37523d416a39240d7a9fc5e280	1492775	REVIEWED_SELECTED_PAGES	page 3;page 7;page 12;page 14	SE-003-119;SE-003-120;SE-003-121;SE-003-122	VERIFIED_SHA256_MATCH
university-courses/Network admin and monitoring/Introduction to System &.pdf	reviewed-source-copies/university-courses/Network admin and monitoring/Introduction to System &.pdf	58be10e8e81ec936943518088544f58b6ab83f6420e4f2be88f04dbd121c4a58	2910788	REVIEWED_SELECTED_PAGES	page 1;page 3;page 12;page 22;page 29	SE-003-123;SE-003-124;SE-003-125;SE-003-126;SE-003-127	VERIFIED_SHA256_MATCH
university-courses/Network security/NAC-lect 1,2.pdf	reviewed-source-copies/university-courses/Network security/NAC-lect 1,2.pdf	ab723bdf9d11fedcef9e64ddac0e8e96bf0331543234ede51fd1f4366e8e7fa0	130587	REVIEWED_SELECTED_PAGES	page 1;page 2;page 5;page 10;page 13	SE-003-128;SE-003-129;SE-003-130;SE-003-131;SE-003-132	VERIFIED_SHA256_MATCH
university-courses/Network security/NAC-lect 3,4.pdf	reviewed-source-copies/university-courses/Network security/NAC-lect 3,4.pdf	bb714d476ea2c98c59041546c7d1919a0efffba06394d221fe8abce799c983ee	190194	REVIEWED_SELECTED_PAGES	page 1;page 7;page 13;page 17	SE-003-133;SE-003-134;SE-003-135;SE-003-136	VERIFIED_SHA256_MATCH
university-courses/Network security/NAC-lect 5,6.pdf	reviewed-source-copies/university-courses/Network security/NAC-lect 5,6.pdf	eec7be6c285d4c0dfafeda8ee11dc547974ec5e5eb48ff3010e946bc4ffa748b	172846	REVIEWED_SELECTED_PAGES	page 1;page 5;page 9;page 12	SE-003-137;SE-003-138;SE-003-139;SE-003-140	VERIFIED_SHA256_MATCH
university-courses/Network security/NAC-lect 7,8.pdf	reviewed-source-copies/university-courses/Network security/NAC-lect 7,8.pdf	d1eeb8042fde11136d5e5e2a7a0bec633b3188be7f75c852b186a735ae721b64	128869	REVIEWED_SELECTED_PAGES	page 1;page 6;page 12;page 15	SE-003-141;SE-003-142;SE-003-143;SE-003-144	VERIFIED_SHA256_MATCH
university-courses/Network security/NAC-lect 9,10.pdf	reviewed-source-copies/university-courses/Network security/NAC-lect 9,10.pdf	28fe764b3521fddb27e8020b076b4a5834672fb1dd87f348ec3e38cfccda61f4	154034	REVIEWED_SELECTED_PAGES	page 1;page 3;page 4;page 5	SE-003-145;SE-003-146;SE-003-147;SE-003-148	VERIFIED_SHA256_MATCH
university-courses/SAD-secure App Developing/SAD Lecture 1 - Introduction.pdf	reviewed-source-copies/university-courses/SAD-secure App Developing/SAD Lecture 1 - Introduction.pdf	ddc5a4d7017b3834592693a907a4a1da33e8860a2efb9f2913cf0b46e31303b7	1529554	REVIEWED_SELECTED_PAGES	page 1;page 8;page 17;page 30;page 40	SE-003-149;SE-003-150;SE-003-151;SE-003-152;SE-003-153	VERIFIED_SHA256_MATCH
university-courses/SAD-secure App Developing/SAD Lecture 2-Transport_and_Encryption.pdf	reviewed-source-copies/university-courses/SAD-secure App Developing/SAD Lecture 2-Transport_and_Encryption.pdf	842de01f9b9b96f350c21d9ccd19b5d4be33de7c1046781a06832fdece2b5ee3	1636409	REVIEWED_SELECTED_PAGES	page 1;page 4;page 16;page 29;page 39	SE-003-154;SE-003-155;SE-003-156;SE-003-157;SE-003-158	VERIFIED_SHA256_MATCH
